ARMAS_MEDIOS;DEPARTAMENTO ;MUNICIPIO ;FECHA ;DELITO ;GENERO;*AGRUPA_EDAD_PERSONA;CODIGO_DANE;CANTIDAD 
CONTUNDENTES;NORTE DE SANTANDER;CÚCUTA (CT);26/03/2018;;FEMENINO;MENORES;54001000;1
CONTUNDENTES;NORTE DE SANTANDER;CÚCUTA (CT);26/03/2018;;MASCULINO;ADOLESCENTES;54001000;1
CONTUNDENTES;QUINDÍO;ARMENIA (CT);26/03/2018;;FEMENINO;ADULTOS;63001000;1
CONTUNDENTES;RISARALDA;PEREIRA (CT);26/03/2018;;FEMENINO;ADOLESCENTES;66001000;1
CONTUNDENTES;TOLIMA;IBAGUÉ (CT);26/03/2018;;FEMENINO;ADOLESCENTES;73001000;1
CONTUNDENTES;VALLE;YUMBO;26/03/2018;;MASCULINO;MENORES;76892000;1
ESCOPOLAMINA;ANTIOQUIA;MEDELLÍN (CT);26/03/2018;;FEMENINO;ADOLESCENTES;5001000;1
ESCOPOLAMINA;SANTANDER;CHIMA;26/03/2018;;FEMENINO;ADULTOS;68176000;1
ESCOPOLAMINA;VALLE;CALI (CT);26/03/2018;;FEMENINO;ADULTOS;76001000;1
ESCOPOLAMINA;VALLE;CALI (CT);26/03/2018;;MASCULINO;ADULTOS;76001000;1
NO REPORTADO;ANTIOQUIA;ABEJORRAL;26/03/2018;;FEMENINO;MENORES;5002000;1
NO REPORTADO;ANTIOQUIA;ARBOLETES;26/03/2018;;FEMENINO;MENORES;5051000;1
NO REPORTADO;ANTIOQUIA;BELLO;26/03/2018;;FEMENINO;ADULTOS;5088000;2
NO REPORTADO;ANTIOQUIA;FREDONIA;26/03/2018;;FEMENINO;MENORES;5282000;1
NO REPORTADO;ANTIOQUIA;ITAGUI;26/03/2018;;FEMENINO;ADULTOS;5360000;1
NO REPORTADO;ANTIOQUIA;LA ESTRELLA;26/03/2018;;FEMENINO;MENORES;5380000;1
NO REPORTADO;ANTIOQUIA;MEDELLÍN (CT);26/03/2018;;FEMENINO;ADOLESCENTES;5001000;2
NO REPORTADO;ANTIOQUIA;MEDELLÍN (CT);26/03/2018;;FEMENINO;ADULTOS;5001000;1
NO REPORTADO;ANTIOQUIA;MEDELLÍN (CT);26/03/2018;;FEMENINO;MENORES;5001000;4
NO REPORTADO;ANTIOQUIA;MEDELLÍN (CT);26/03/2018;;MASCULINO;MENORES;5001000;1
NO REPORTADO;ANTIOQUIA;URRAO;26/03/2018;;FEMENINO;ADULTOS;5847000;1
NO REPORTADO;BOLÍVAR;SAN CRISTÓBAL;26/03/2018;;MASCULINO;ADULTOS;13620000;1
NO REPORTADO;CUNDINAMARCA;BOGOTÁ D.C. (CT);26/03/2018;;FEMENINO;ADOLESCENTES;11001000;1
NO REPORTADO;CUNDINAMARCA;BOGOTÁ D.C. (CT);26/03/2018;;FEMENINO;ADULTOS;11001000;2
NO REPORTADO;CUNDINAMARCA;BOGOTÁ D.C. (CT);26/03/2018;;FEMENINO;MENORES;11001000;1
NO REPORTADO;CUNDINAMARCA;FUNZA;26/03/2018;;FEMENINO;MENORES;25286000;1
NO REPORTADO;CUNDINAMARCA;GUACHETÁ;26/03/2018;;FEMENINO;MENORES;25317000;1
NO REPORTADO;CUNDINAMARCA;TAUSA;26/03/2018;;FEMENINO;ADULTOS;25793000;1
NO REPORTADO;MAGDALENA;SANTA ANA;26/03/2018;;FEMENINO;ADOLESCENTES;47707000;1
NO REPORTADO;NARIÑO;PASTO (CT);26/03/2018;;FEMENINO;ADULTOS;52001000;3
NO REPORTADO;NORTE DE SANTANDER;CHINÁCOTA;26/03/2018;;FEMENINO;ADOLESCENTES;54172000;1
NO REPORTADO;RISARALDA;PEREIRA (CT);26/03/2018;;FEMENINO;ADULTOS;66001000;1
NO REPORTADO;SANTANDER;BARRANCABERMEJA;26/03/2018;;MASCULINO;MENORES;68081000;1
NO REPORTADO;TOLIMA;HONDA;26/03/2018;;FEMENINO;MENORES;73349000;1
NO REPORTADO;TOLIMA;IBAGUÉ (CT);26/03/2018;;FEMENINO;MENORES;73001000;1
NO REPORTADO;TOLIMA;LÍBANO;26/03/2018;;FEMENINO;ADOLESCENTES;73411000;1
NO REPORTADO;VALLE;CARTAGO;26/03/2018;;FEMENINO;MENORES;76147000;1
SIN EMPLEO DE ARMAS;ANTIOQUIA;FRONTINO;26/03/2018;;FEMENINO;MENORES;5284000;1
SIN EMPLEO DE ARMAS;ATLÁNTICO;BARRANQUILLA (CT);26/03/2018;;FEMENINO;ADOLESCENTES;8001000;1
SIN EMPLEO DE ARMAS;BOYACÁ;OTANCHE;26/03/2018;;FEMENINO;ADULTOS;15507000;1
SIN EMPLEO DE ARMAS;BOYACÁ;TOGÜÍ;26/03/2018;;FEMENINO;MENORES;15816000;1
SIN EMPLEO DE ARMAS;CASANARE;SABANALARGA;26/03/2018;;FEMENINO;ADOLESCENTES;85300000;1
SIN EMPLEO DE ARMAS;CASANARE;YOPAL (CT);26/03/2018;;FEMENINO;ADOLESCENTES;85001000;2
SIN EMPLEO DE ARMAS;CÓRDOBA;MONTERÍA (CT);26/03/2018;;FEMENINO;ADOLESCENTES;23001000;1
SIN EMPLEO DE ARMAS;CÓRDOBA;SAN CARLOS;26/03/2018;;FEMENINO;ADOLESCENTES;23678000;1
SIN EMPLEO DE ARMAS;CÓRDOBA;TIERRALTA;26/03/2018;;FEMENINO;ADOLESCENTES;23807000;1
SIN EMPLEO DE ARMAS;GUAVIARE;SAN JOSÉ DEL GUAVIARE (CT);26/03/2018;;FEMENINO;MENORES;95001000;1
SIN EMPLEO DE ARMAS;HUILA;LA PLATA;26/03/2018;;FEMENINO;MENORES;41396000;1
SIN EMPLEO DE ARMAS;HUILA;NEIVA (CT);26/03/2018;;FEMENINO;MENORES;41001000;1
SIN EMPLEO DE ARMAS;MAGDALENA;SANTA MARTA (CT);26/03/2018;;FEMENINO;MENORES;47001000;2
SIN EMPLEO DE ARMAS;META;LEJANÍAS;26/03/2018;;FEMENINO;MENORES;50400000;1
SIN EMPLEO DE ARMAS;QUINDÍO;ARMENIA (CT);26/03/2018;;MASCULINO;ADOLESCENTES;63001000;1
SIN EMPLEO DE ARMAS;RISARALDA;PEREIRA (CT);26/03/2018;;FEMENINO;ADOLESCENTES;66001000;1
SIN EMPLEO DE ARMAS;RISARALDA;SANTA ROSA DE CABAL;26/03/2018;;FEMENINO;ADOLESCENTES;66682000;1
SIN EMPLEO DE ARMAS;SANTANDER;FLORIDABLANCA;26/03/2018;;FEMENINO;MENORES;68276000;1
SIN EMPLEO DE ARMAS;SANTANDER;SAN VICENTE DE CHUCURÍ;26/03/2018;;FEMENINO;MENORES;68689000;1
SIN EMPLEO DE ARMAS;VALLE;BUENAVENTURA;26/03/2018;;FEMENINO;ADOLESCENTES;76109000;1
SIN EMPLEO DE ARMAS;VALLE;CALI (CT);26/03/2018;;FEMENINO;MENORES;76001000;2
SIN EMPLEO DE ARMAS;VALLE;TULUÁ;26/03/2018;;FEMENINO;MENORES;76834000;1
ARMA BLANCA / CORTOPUNZANTE;ANTIOQUIA;ITAGUI;27/03/2018;;FEMENINO;ADULTOS;5360000;1
ARMA BLANCA / CORTOPUNZANTE;ANTIOQUIA;ZARAGOZA;27/03/2018;;FEMENINO;ADOLESCENTES;5895000;1
ARMA BLANCA / CORTOPUNZANTE;BOLÍVAR;SANTA CATALINA;27/03/2018;;FEMENINO;ADULTOS;13673000;1
ARMA BLANCA / CORTOPUNZANTE;BOLÍVAR;TURBACO;27/03/2018;;MASCULINO;ADOLESCENTES;13836000;1
ARMA BLANCA / CORTOPUNZANTE;BOYACÁ;PAIPA;27/03/2018;;FEMENINO;ADOLESCENTES;15516000;1
ARMA BLANCA / CORTOPUNZANTE;CUNDINAMARCA;GIRARDOT;27/03/2018;;FEMENINO;ADOLESCENTES;25307000;1
ARMA DE FUEGO;NORTE DE SANTANDER;VILLA CARO;27/03/2018;;FEMENINO;MENORES;54871000;1
ARMA DE FUEGO;RISARALDA;PEREIRA (CT);27/03/2018;;FEMENINO;ADULTOS;66001000;1
CONTUNDENTES;ANTIOQUIA;BELLO;27/03/2018;;FEMENINO;ADULTOS;5088000;1
CONTUNDENTES;ANTIOQUIA;MEDELLÍN (CT);27/03/2018;;FEMENINO;ADULTOS;5001000;2
CONTUNDENTES;ANTIOQUIA;MEDELLÍN (CT);27/03/2018;;FEMENINO;MENORES;5001000;1
CONTUNDENTES;ANTIOQUIA;SAN PEDRO;27/03/2018;;FEMENINO;ADULTOS;5664000;1
CONTUNDENTES;BOLÍVAR;CARTAGENA (CT);27/03/2018;;FEMENINO;ADOLESCENTES;13001000;1
CONTUNDENTES;BOLÍVAR;CARTAGENA (CT);27/03/2018;;FEMENINO;ADULTOS;13001000;1
CONTUNDENTES;BOYACÁ;TUNJA (CT);27/03/2018;;FEMENINO;MENORES;15001000;1
CONTUNDENTES;CAUCA;TIMBÍO;27/03/2018;;FEMENINO;ADULTOS;19807000;1
CONTUNDENTES;CÓRDOBA;COTORRA;27/03/2018;;FEMENINO;MENORES;23300000;1
CONTUNDENTES;CÓRDOBA;MONTERÍA (CT);27/03/2018;;FEMENINO;MENORES;23001000;1
CONTUNDENTES;CUNDINAMARCA;BOGOTÁ D.C. (CT);27/03/2018;;FEMENINO;ADOLESCENTES;11001000;1
CONTUNDENTES;CUNDINAMARCA;BOGOTÁ D.C. (CT);27/03/2018;;FEMENINO;ADULTOS;11001000;3
CONTUNDENTES;HUILA;PITALITO;27/03/2018;;FEMENINO;MENORES;41551000;1
CONTUNDENTES;META;PUERTO GAITÁN;27/03/2018;;FEMENINO;ADULTOS;50568000;1
CONTUNDENTES;NARIÑO;SAN ANDRES DE TUMACO;27/03/2018;;FEMENINO;ADULTOS;52835000;1
CONTUNDENTES;NORTE DE SANTANDER;CÚCUTA (CT);27/03/2018;;FEMENINO;MENORES;54001000;1
CONTUNDENTES;RISARALDA;PEREIRA (CT);27/03/2018;;FEMENINO;ADULTOS;66001000;1
CONTUNDENTES;VALLE;CALI (CT);27/03/2018;;FEMENINO;ADULTOS;76001000;2
CONTUNDENTES;VALLE;CALI (CT);27/03/2018;;FEMENINO;MENORES;76001000;1
CONTUNDENTES;VALLE;LA CUMBRE;27/03/2018;;FEMENINO;ADULTOS;76377000;1
ESCOPOLAMINA;BOYACÁ;TUNJA (CT);27/03/2018;;FEMENINO;ADULTOS;15001000;1
ESCOPOLAMINA;GUAJIRA;RIOHACHA (CT);27/03/2018;;FEMENINO;ADOLESCENTES;44001000;1
ESCOPOLAMINA;VALLE;CALI (CT);27/03/2018;;MASCULINO;MENORES;76001000;1
NO REPORTADO;ANTIOQUIA;ABEJORRAL;27/03/2018;;FEMENINO;ADULTOS;5002000;1
NO REPORTADO;ANTIOQUIA;COPACABANA;27/03/2018;;FEMENINO;ADOLESCENTES;5212000;1
NO REPORTADO;ANTIOQUIA;JERICÓ;27/03/2018;;FEMENINO;ADULTOS;5368000;1
NO REPORTADO;ANTIOQUIA;MEDELLÍN (CT);27/03/2018;;FEMENINO;ADULTOS;5001000;2
NO REPORTADO;ANTIOQUIA;PUERTO BERRÍO;27/03/2018;;FEMENINO;ADOLESCENTES;5579000;1
NO REPORTADO;ATLÁNTICO;SOLEDAD;27/03/2018;;FEMENINO;ADOLESCENTES;8758000;1
NO REPORTADO;BOLÍVAR;EL CARMEN DE BOLÍVAR;27/03/2018;;FEMENINO;ADULTOS;13244000;1
NO REPORTADO;CAUCA;PATÍA;27/03/2018;;FEMENINO;ADOLESCENTES;19532000;1
NO REPORTADO;CUNDINAMARCA;BOGOTÁ D.C. (CT);27/03/2018;;FEMENINO;ADULTOS;11001000;2
NO REPORTADO;CUNDINAMARCA;BOGOTÁ D.C. (CT);27/03/2018;;FEMENINO;MENORES;11001000;2
NO REPORTADO;CUNDINAMARCA;BOGOTÁ D.C. (CT);27/03/2018;;MASCULINO;MENORES;11001000;1
NO REPORTADO;CUNDINAMARCA;LA MESA;27/03/2018;;MASCULINO;MENORES;25386000;1
NO REPORTADO;CUNDINAMARCA;MOSQUERA;27/03/2018;;FEMENINO;ADULTOS;25473000;1
NO REPORTADO;CUNDINAMARCA;SIBATÉ;27/03/2018;;FEMENINO;ADULTOS;25740000;1
NO REPORTADO;META;VILLAVICENCIO (CT);27/03/2018;;FEMENINO;ADOLESCENTES;50001000;1
NO REPORTADO;NARIÑO;PASTO (CT);27/03/2018;;FEMENINO;MENORES;52001000;1
NO REPORTADO;NORTE DE SANTANDER;LABATECA;27/03/2018;;FEMENINO;ADULTOS;54377000;1
NO REPORTADO;TOLIMA;COYAIMA;27/03/2018;;FEMENINO;ADULTOS;73217000;1
NO REPORTADO;TOLIMA;LÍBANO;27/03/2018;;FEMENINO;ADULTOS;73411000;1
NO REPORTADO;VALLE;RESTREPO;27/03/2018;;FEMENINO;ADULTOS;76606000;1
SIN EMPLEO DE ARMAS;ANTIOQUIA;LA CEJA;27/03/2018;;FEMENINO;ADOLESCENTES;5376000;1
SIN EMPLEO DE ARMAS;ANTIOQUIA;MEDELLÍN (CT);27/03/2018;;FEMENINO;ADOLESCENTES;5001000;1
SIN EMPLEO DE ARMAS;ANTIOQUIA;MEDELLÍN (CT);27/03/2018;;FEMENINO;ADULTOS;5001000;1
SIN EMPLEO DE ARMAS;ANTIOQUIA;TURBO;27/03/2018;;FEMENINO;MENORES;5837000;1
SIN EMPLEO DE ARMAS;ATLÁNTICO;SOLEDAD;27/03/2018;;FEMENINO;ADULTOS;8758000;2
SIN EMPLEO DE ARMAS;BOYACÁ;MONIQUIRÁ;27/03/2018;;FEMENINO;MENORES;15469000;1
SIN EMPLEO DE ARMAS;CALDAS;MANIZALES (CT);27/03/2018;;MASCULINO;MENORES;17001000;1
SIN EMPLEO DE ARMAS;CASANARE;YOPAL (CT);27/03/2018;;FEMENINO;MENORES;85001000;1
SIN EMPLEO DE ARMAS;CAUCA;SANTANDER DE QUILICHAO;27/03/2018;;FEMENINO;MENORES;19698000;1
SIN EMPLEO DE ARMAS;CÓRDOBA;CERETÉ;27/03/2018;;FEMENINO;MENORES;23162000;1
SIN EMPLEO DE ARMAS;CÓRDOBA;TIERRALTA;27/03/2018;;FEMENINO;MENORES;23807000;1
SIN EMPLEO DE ARMAS;CUNDINAMARCA;BOGOTÁ D.C. (CT);27/03/2018;;FEMENINO;ADOLESCENTES;11001000;1
SIN EMPLEO DE ARMAS;META;GRANADA;27/03/2018;;FEMENINO;MENORES;50313000;1
SIN EMPLEO DE ARMAS;META;VILLAVICENCIO (CT);27/03/2018;;MASCULINO;ADOLESCENTES;50001000;1
SIN EMPLEO DE ARMAS;NARIÑO;PASTO (CT);27/03/2018;;FEMENINO;ADOLESCENTES;52001000;1
SIN EMPLEO DE ARMAS;NARIÑO;PASTO (CT);27/03/2018;;FEMENINO;MENORES;52001000;1
SIN EMPLEO DE ARMAS;NORTE DE SANTANDER;TIBÚ;27/03/2018;;MASCULINO;MENORES;54810000;1
SIN EMPLEO DE ARMAS;RISARALDA;PEREIRA (CT);27/03/2018;;FEMENINO;MENORES;66001000;2
SIN EMPLEO DE ARMAS;SANTANDER;FLORIDABLANCA;27/03/2018;;FEMENINO;MENORES;68276000;1
SIN EMPLEO DE ARMAS;SANTANDER;SABANA DE TORRES;27/03/2018;;FEMENINO;MENORES;68655000;1
SIN EMPLEO DE ARMAS;SUCRE;SANTIAGO DE TOLÚ;27/03/2018;;FEMENINO;ADULTOS;70820000;1
SIN EMPLEO DE ARMAS;SUCRE;SANTIAGO DE TOLÚ;27/03/2018;;FEMENINO;MENORES;70820000;1
SIN EMPLEO DE ARMAS;VALLE;ALCALÁ;27/03/2018;;FEMENINO;MENORES;76020000;1
SIN EMPLEO DE ARMAS;VALLE;CALI (CT);27/03/2018;;FEMENINO;ADOLESCENTES;76001000;2
SIN EMPLEO DE ARMAS;VALLE;CALI (CT);27/03/2018;;FEMENINO;MENORES;76001000;2
SIN EMPLEO DE ARMAS;VALLE;CALI (CT);27/03/2018;;MASCULINO;ADOLESCENTES;76001000;1
SIN EMPLEO DE ARMAS;VALLE;CALI (CT);27/03/2018;;MASCULINO;MENORES;76001000;1
ARMA BLANCA / CORTOPUNZANTE;ANTIOQUIA;ITAGUI;28/03/2018;;FEMENINO;ADULTOS;5360000;1
ARMA BLANCA / CORTOPUNZANTE;ANTIOQUIA;SABANETA;28/03/2018;;FEMENINO;ADULTOS;5631000;1
ARMA BLANCA / CORTOPUNZANTE;BOLÍVAR;CARTAGENA (CT);28/03/2018;;FEMENINO;ADOLESCENTES;13001000;1
ARMA BLANCA / CORTOPUNZANTE;BOLÍVAR;CARTAGENA (CT);28/03/2018;;FEMENINO;ADULTOS;13001000;1
ARMA BLANCA / CORTOPUNZANTE;BOYACÁ;LABRANZAGRANDE;28/03/2018;;FEMENINO;ADULTOS;15377000;1
ARMA BLANCA / CORTOPUNZANTE;CUNDINAMARCA;BOGOTÁ D.C. (CT);28/03/2018;;FEMENINO;ADULTOS;11001000;1
ARMA BLANCA / CORTOPUNZANTE;QUINDÍO;ARMENIA (CT);28/03/2018;;FEMENINO;ADOLESCENTES;63001000;1
CINTAS/CINTURON;CESAR;EL PASO;28/03/2018;;FEMENINO;MENORES;20250000;1
CONTUNDENTES;AMAZONAS;LETICIA (CT);28/03/2018;;MASCULINO;ADOLESCENTES;91001000;1
CONTUNDENTES;ATLÁNTICO;SOLEDAD;28/03/2018;;FEMENINO;ADOLESCENTES;8758000;1
CONTUNDENTES;CUNDINAMARCA;BOGOTÁ D.C. (CT);28/03/2018;;FEMENINO;ADULTOS;11001000;1
CONTUNDENTES;META;CABUYARO;28/03/2018;;FEMENINO;ADULTOS;50124000;1
CONTUNDENTES;NARIÑO;PASTO (CT);28/03/2018;;MASCULINO;ADULTOS;52001000;1
CONTUNDENTES;NARIÑO;PASTO (CT);28/03/2018;;MASCULINO;MENORES;52001000;1
CONTUNDENTES;VALLE;CALI (CT);28/03/2018;;FEMENINO;ADULTOS;76001000;1
ESCOPOLAMINA;NARIÑO;PASTO (CT);28/03/2018;;FEMENINO;ADULTOS;52001000;1
NO REPORTADO;ANTIOQUIA;AMALFI;28/03/2018;;FEMENINO;MENORES;5031000;1
NO REPORTADO;ANTIOQUIA;BELLO;28/03/2018;;FEMENINO;ADOLESCENTES;5088000;1
NO REPORTADO;ANTIOQUIA;BETULIA;28/03/2018;;FEMENINO;ADULTOS;5093000;1
NO REPORTADO;ANTIOQUIA;ENVIGADO;28/03/2018;;FEMENINO;ADULTOS;5266000;1
NO REPORTADO;ANTIOQUIA;ITAGUI;28/03/2018;;FEMENINO;MENORES;5360000;1
NO REPORTADO;ANTIOQUIA;MEDELLÍN (CT);28/03/2018;;FEMENINO;ADOLESCENTES;5001000;2
NO REPORTADO;ANTIOQUIA;MEDELLÍN (CT);28/03/2018;;FEMENINO;MENORES;5001000;1
NO REPORTADO;ANTIOQUIA;MEDELLÍN (CT);28/03/2018;;MASCULINO;MENORES;5001000;1
NO REPORTADO;ANTIOQUIA;SANTA BÁRBARA;28/03/2018;;FEMENINO;MENORES;5679000;1
NO REPORTADO;ATLÁNTICO;LURUACO;28/03/2018;;FEMENINO;ADULTOS;8421000;1
NO REPORTADO;CAUCA;CALOTO;28/03/2018;;FEMENINO;ADOLESCENTES;19142000;1
NO REPORTADO;CUNDINAMARCA;BOGOTÁ D.C. (CT);28/03/2018;;FEMENINO;ADOLESCENTES;11001000;1
NO REPORTADO;CUNDINAMARCA;BOGOTÁ D.C. (CT);28/03/2018;;FEMENINO;ADULTOS;11001000;3
NO REPORTADO;CUNDINAMARCA;BOGOTÁ D.C. (CT);28/03/2018;;FEMENINO;MENORES;11001000;2
NO REPORTADO;CUNDINAMARCA;BOGOTÁ D.C. (CT);28/03/2018;;MASCULINO;ADOLESCENTES;11001000;1
NO REPORTADO;CUNDINAMARCA;FUSAGASUGÁ;28/03/2018;;FEMENINO;MENORES;25290000;1
NO REPORTADO;CUNDINAMARCA;LA MESA;28/03/2018;;FEMENINO;ADULTOS;25386000;2
NO REPORTADO;GUAJIRA;VILLANUEVA;28/03/2018;;FEMENINO;ADULTOS;44874000;1
NO REPORTADO;MAGDALENA;PLATO;28/03/2018;;FEMENINO;ADOLESCENTES;47555000;1
NO REPORTADO;MAGDALENA;ZONA BANANERA;28/03/2018;;FEMENINO;ADOLESCENTES;47980000;1
NO REPORTADO;NORTE DE SANTANDER;OCAÑA;28/03/2018;;FEMENINO;ADULTOS;54498000;1
NO REPORTADO;PUTUMAYO;PUERTO LEGUÍZAMO;28/03/2018;;FEMENINO;MENORES;86573000;1
NO REPORTADO;SANTANDER;BARRANCABERMEJA;28/03/2018;;FEMENINO;ADULTOS;68081000;1
NO REPORTADO;TOLIMA;IBAGUÉ (CT);28/03/2018;;MASCULINO;ADOLESCENTES;73001000;1
NO REPORTADO;VALLE;PRADERA;28/03/2018;;FEMENINO;ADULTOS;76563000;1
SIN EMPLEO DE ARMAS;ANTIOQUIA;MEDELLÍN (CT);28/03/2018;;FEMENINO;MENORES;5001000;1
SIN EMPLEO DE ARMAS;ANTIOQUIA;TURBO;28/03/2018;;FEMENINO;MENORES;5837000;1
SIN EMPLEO DE ARMAS;BOYACÁ;TUNJA (CT);28/03/2018;;FEMENINO;ADULTOS;15001000;1
SIN EMPLEO DE ARMAS;BOYACÁ;TUNJA (CT);28/03/2018;;MASCULINO;MENORES;15001000;1
SIN EMPLEO DE ARMAS;CALDAS;MANIZALES (CT);28/03/2018;;FEMENINO;ADOLESCENTES;17001000;1
SIN EMPLEO DE ARMAS;CALDAS;MANIZALES (CT);28/03/2018;;MASCULINO;ADOLESCENTES;17001000;1
SIN EMPLEO DE ARMAS;CALDAS;SALAMINA;28/03/2018;;FEMENINO;ADULTOS;17653000;1
SIN EMPLEO DE ARMAS;CAUCA;SUÁREZ;28/03/2018;;FEMENINO;MENORES;19780000;1
SIN EMPLEO DE ARMAS;CÓRDOBA;LOS CÓRDOBAS;28/03/2018;;FEMENINO;MENORES;23419000;1
SIN EMPLEO DE ARMAS;CUNDINAMARCA;BOGOTÁ D.C. (CT);28/03/2018;;FEMENINO;ADOLESCENTES;11001000;1
SIN EMPLEO DE ARMAS;CUNDINAMARCA;BOGOTÁ D.C. (CT);28/03/2018;;FEMENINO;MENORES;11001000;2
SIN EMPLEO DE ARMAS;CUNDINAMARCA;BOGOTÁ D.C. (CT);28/03/2018;;MASCULINO;ADOLESCENTES;11001000;1
SIN EMPLEO DE ARMAS;CUNDINAMARCA;BOGOTÁ D.C. (CT);28/03/2018;;MASCULINO;MENORES;11001000;1
SIN EMPLEO DE ARMAS;HUILA;PITALITO;28/03/2018;;FEMENINO;MENORES;41551000;1
SIN EMPLEO DE ARMAS;MAGDALENA;CIÉNAGA;28/03/2018;;MASCULINO;MENORES;47189000;1
SIN EMPLEO DE ARMAS;META;GRANADA;28/03/2018;;MASCULINO;MENORES;50313000;1
SIN EMPLEO DE ARMAS;META;VILLAVICENCIO (CT);28/03/2018;;FEMENINO;ADOLESCENTES;50001000;1
SIN EMPLEO DE ARMAS;NARIÑO;POTOSÍ;28/03/2018;;FEMENINO;ADULTOS;52560000;1
SIN EMPLEO DE ARMAS;RISARALDA;PEREIRA (CT);28/03/2018;;FEMENINO;ADOLESCENTES;66001000;1
SIN EMPLEO DE ARMAS;RISARALDA;PEREIRA (CT);28/03/2018;;FEMENINO;MENORES;66001000;1
SIN EMPLEO DE ARMAS;SANTANDER;AGUADA;28/03/2018;;FEMENINO;MENORES;68013000;1
SIN EMPLEO DE ARMAS;SANTANDER;BARBOSA;28/03/2018;;FEMENINO;MENORES;68077000;2
SIN EMPLEO DE ARMAS;SANTANDER;BUCARAMANGA (CT);28/03/2018;;FEMENINO;MENORES;68001000;2
SIN EMPLEO DE ARMAS;SANTANDER;GIRÓN;28/03/2018;;FEMENINO;MENORES;68307000;1
SIN EMPLEO DE ARMAS;SUCRE;SINCELEJO (CT);28/03/2018;;FEMENINO;MENORES;70001000;1
SIN EMPLEO DE ARMAS;VALLE;CALI (CT);28/03/2018;;FEMENINO;MENORES;76001000;2
ARMA BLANCA / CORTOPUNZANTE;ANTIOQUIA;MEDELLÍN (CT);29/03/2018;;MASCULINO;ADULTOS;5001000;1
ARMA BLANCA / CORTOPUNZANTE;BOLÍVAR;CARTAGENA (CT);29/03/2018;;FEMENINO;ADULTOS;13001000;1
ARMA BLANCA / CORTOPUNZANTE;GUAVIARE;SAN JOSÉ DEL GUAVIARE (CT);29/03/2018;;FEMENINO;MENORES;95001000;1
ARMA BLANCA / CORTOPUNZANTE;VALLE;CALI (CT);29/03/2018;;FEMENINO;ADULTOS;76001000;1
ARMA BLANCA / CORTOPUNZANTE;VALLE;CANDELARIA;29/03/2018;;FEMENINO;MENORES;76130000;1
ARMA BLANCA / CORTOPUNZANTE;VALLE;CANDELARIA;29/03/2018;;MASCULINO;MENORES;76130000;1
ARMA DE FUEGO;VALLE;TULUÁ;29/03/2018;;FEMENINO;MENORES;76834000;1
CONTUNDENTES;ANTIOQUIA;MEDELLÍN (CT);29/03/2018;;FEMENINO;ADULTOS;5001000;1
CONTUNDENTES;ANTIOQUIA;URRAO;29/03/2018;;FEMENINO;ADULTOS;5847000;1
CONTUNDENTES;ATLÁNTICO;LURUACO;29/03/2018;;FEMENINO;ADOLESCENTES;8421000;1
CONTUNDENTES;BOLÍVAR;CARTAGENA (CT);29/03/2018;;FEMENINO;ADOLESCENTES;13001000;2
CONTUNDENTES;CAUCA;BALBOA;29/03/2018;;FEMENINO;MENORES;19075000;1
CONTUNDENTES;CUNDINAMARCA;BOGOTÁ D.C. (CT);29/03/2018;;FEMENINO;ADOLESCENTES;11001000;1
CONTUNDENTES;MAGDALENA;NUEVA GRANADA;29/03/2018;;MASCULINO;ADULTOS;47460000;1
CONTUNDENTES;SUCRE;SAMPUÉS;29/03/2018;;FEMENINO;ADULTOS;70670000;1
CONTUNDENTES;TOLIMA;FLANDES;29/03/2018;;FEMENINO;ADOLESCENTES;73275000;1
CONTUNDENTES;VALLE;CALI (CT);29/03/2018;;MASCULINO;MENORES;76001000;1
ESCOPOLAMINA;CAUCA;EL TAMBO;29/03/2018;;FEMENINO;ADULTOS;19256000;1
ESCOPOLAMINA;CUNDINAMARCA;BOGOTÁ D.C. (CT);29/03/2018;;MASCULINO;ADULTOS;11001000;1
NO REPORTADO;ANTIOQUIA;ITAGUI;29/03/2018;;FEMENINO;ADULTOS;5360000;1
NO REPORTADO;ANTIOQUIA;MEDELLÍN (CT);29/03/2018;;FEMENINO;ADULTOS;5001000;1
NO REPORTADO;ANTIOQUIA;PUERTO NARE;29/03/2018;;MASCULINO;ADOLESCENTES;5585000;1
NO REPORTADO;ATLÁNTICO;SOLEDAD;29/03/2018;;FEMENINO;MENORES;8758000;1
NO REPORTADO;CESAR;VALLEDUPAR (CT);29/03/2018;;FEMENINO;MENORES;20001000;1
NO REPORTADO;CUNDINAMARCA;BOGOTÁ D.C. (CT);29/03/2018;;FEMENINO;ADOLESCENTES;11001000;1
NO REPORTADO;CUNDINAMARCA;BOGOTÁ D.C. (CT);29/03/2018;;FEMENINO;ADULTOS;11001000;1
NO REPORTADO;CUNDINAMARCA;BOGOTÁ D.C. (CT);29/03/2018;;FEMENINO;MENORES;11001000;1
NO REPORTADO;CUNDINAMARCA;BOGOTÁ D.C. (CT);29/03/2018;;MASCULINO;ADULTOS;11001000;1
NO REPORTADO;CUNDINAMARCA;COGUA;29/03/2018;;FEMENINO;ADULTOS;25200000;1
NO REPORTADO;CUNDINAMARCA;SOACHA;29/03/2018;;FEMENINO;ADULTOS;25754000;1
NO REPORTADO;CUNDINAMARCA;VIOTÁ;29/03/2018;;FEMENINO;ADULTOS;25878000;1
